93763913776,400000
104332721863,350000
56733450179,150000
3759974969770119,350000
96179633536,60000
98602472535,350000
1059563815044316,150000
67203093108,150000
108787706115,50000
61493635565,90000
75624065509,170000
64002251227,50000
105580002301,100000
61268016285,250000
103036427004,20000
91617001540,100000
53242954156,130000
103316667265,100000
61569002758,120000
101755663603,30000
51291868572,250000
101963577425,220000
58784361722,140000
78629674367,10000
91565233784,85000
95168046374,400000
62119439326,43900
2862729997063315,90000
104436423463,90000
78751283542,90000
110185895196,68000
75944529580,65000
75615784225,150000
67168071285,60000
96065709918,80000
95583330010,40000
82640730129,120000
92704145693,69500
3390506074900868,38000
73628514334,200000
105621336289,288000
60120769448,90000
56814187585932,5000
56284938462,170000
106471308270,24000
74316806460,60000
53500165833,35000
58969514556,2800
97574617085,75000
64755101425,50000
73043238404,60000
58487390105,105000
104567019078,90000
80134451704,200000
86335350174,80000
106023010540,42000
84694589751,100000
104342493060,30000
3192605356589524,19999
96214799697,30000
95028567304,100000
106661242728,90000
68589631171,55000
75319361272,50000
64933147076,20000
88074446756,10000
55957299343,100000
72564651883,40000
98947955202,50000
98247093927,30000
91751570163,20000
104849281380,90000
63546180059,60000
89923335731,90000
99104387465,128700
67689638095,1100
60558507933,32000
51766426482,30000
99556927961,15000
63320301757,6000
110819840112,15000
77626782172,68000
1472983365074040,30000
1235502809744731,4800
64718415318,20000
73368452954,2000
3931503595102984,80000
109762236315,130000
110839287249,3000
59020544404,36900
109269607125,80000
95531138787,250000
59835658097,8000
87880430462,22000
69807366252,85000
61031715994,90000
4318493192779559,90000
553782047941656,90000
97412900529,90000
84964400614,90000
3298156208982480,90000
93031820838,3800
13197976418,90000
73117026687,40000
99794727127,15000
52931829133,35000
69172357660,20000
2827575368887597,15000
62920442076,20000
110273579285,12000
